API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun May 14 05:40:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-31 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Dec-31 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 139.484444,35.300556,1.22238E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 139.484444,5211.22956,3665.13099 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230511.p230804                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-11. PREDICTS-> 2023-AUG-03
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
********************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),       phi,  PAB-LON,  PAB-LAT,
********************************************************************************
$$SOE
 2023-Jun-24 00:00,*, ,  68.575247,    -8.002501,  114.5850, 214.5862,   3.6422,
 2023-Jun-24 01:00,*,m,  77.290006,     3.234729,  114.1090, 214.8642,   3.6435,
 2023-Jun-24 02:00,*,m,  85.611782,    14.905082,  113.6774, 215.1194,   3.6302,
 2023-Jun-24 03:00,*,m,  94.252969,    26.746646,  113.2890, 215.3522,   3.6001,
 2023-Jun-24 04:00,*,m, 104.177830,    38.466277,  112.9400, 215.5645,   3.5524,
 2023-Jun-24 05:00,*,m, 117.022340,    49.599943,  112.6238, 215.7597,   3.4873,
 2023-Jun-24 06:00,*,m, 135.833049,    59.183698,  112.3314, 215.9423,   3.4062,
 2023-Jun-24 07:00,*,m, 164.531895,    65.091301,  112.0522, 216.1179,   3.3119,
 2023-Jun-24 08:00,*,m, 198.991167,    64.485545,  111.7746, 216.2923,   3.2081,
 2023-Jun-24 09:00,*,m, 225.911378,    57.713823,  111.4869, 216.4718,   3.0991,
 2023-Jun-24 10:00,*,m, 243.385364,    47.684852,  111.1781, 216.6619,   2.9898,
 2023-Jun-24 11:00,N,m, 255.481170,    36.280167,  110.8386, 216.8677,   2.8851,
 2023-Jun-24 12:00, ,m, 264.957096,    24.335274,  110.4613, 217.0928,   2.7894,
 2023-Jun-24 13:00, ,m, 273.290002,    12.258734,  110.0414, 217.3397,   2.7064,
 2023-Jun-24 14:00, ,m, 281.377822,     0.313584,  109.5772, 217.6093,   2.6388,
 2023-Jun-24 15:00, , , 289.921345,   -11.260147,  109.0697, 217.9012,   2.5881,
 2023-Jun-24 16:00, , , 299.631478,   -22.165289,  108.5226, 218.2135,   2.5546,
 2023-Jun-24 17:00, , , 311.347698,   -31.960961,  107.9421, 218.5431,   2.5374,
 2023-Jun-24 18:00,A, , 325.996322,   -39.957012,  107.3360, 218.8859,   2.5345,
 2023-Jun-24 19:00,C, , 344.076543,   -45.164705,  106.7138, 219.2372,   2.5431,
 2023-Jun-24 20:00,*, ,   4.513899,   -46.566100,  106.0858, 219.5916,   2.5596,
 2023-Jun-24 21:00,*, ,  24.442826,   -43.817539,  105.4624, 219.9440,   2.5802,
 2023-Jun-24 22:00,*, ,  41.455850,   -37.577273,  104.8540, 220.2888,   2.6008,
 2023-Jun-24 23:00,*, ,  55.143800,   -28.922741,  104.2699, 220.6214,   2.6174,
 2023-Jun-25 00:00,*, ,  66.264671,   -18.756111,  103.7182, 220.9375,   2.6263,
 2023-Jun-25 01:00,*, ,  75.757880,    -7.682020,  103.2050, 221.2340,   2.6244,
 2023-Jun-25 02:00,*,m,  84.440201,     3.902289,  102.7342, 221.5087,   2.6093,
 2023-Jun-25 03:00,*,m,  93.044161,    15.701133,  102.3069, 221.7611,   2.5793,
 2023-Jun-25 04:00,*,m, 102.368540,    27.430253,  101.9217, 221.9920,   2.5338,
 2023-Jun-25 05:00,*,m, 113.512449,    38.713159,  101.5740, 222.2034,   2.4733,
 2023-Jun-25 06:00,*,m, 128.217451,    48.901470,  101.2570, 222.3992,   2.3993,
 2023-Jun-25 07:00,*,m, 148.959559,    56.739205,  100.9616, 222.5838,   2.3144,
 2023-Jun-25 08:00,*,m, 176.543035,    60.148986,  100.6768, 222.7629,   2.2219,
 2023-Jun-25 09:00,*,m, 204.851802,    57.632895,  100.3914, 222.9423,   2.1258,
 2023-Jun-25 10:00,*,m, 226.741405,    50.309119,  100.0937, 223.1281,   2.0303,
 2023-Jun-25 11:00,N,m, 242.166297,    40.310600,   99.7731, 223.3255,   1.9396,
 2023-Jun-25 12:00, ,m, 253.612026,    29.022512,   99.4207, 223.5392,   1.8575,
 2023-Jun-25 13:00, ,m, 262.949256,    17.154838,   99.0297, 223.7726,   1.7872,
 2023-Jun-25 14:00, ,m, 271.345906,     5.097594,   98.5959, 224.0278,   1.7309,
 2023-Jun-25 15:00, , , 279.620305,    -6.881483,   98.1182, 224.3054,   1.6897,
 2023-Jun-25 16:00, , , 288.502831,   -18.529580,   97.5978, 224.6047,   1.6638,
 2023-Jun-25 17:00, , , 298.831280,   -29.520966,   97.0390, 224.9237,   1.6520,
 2023-Jun-25 18:00,A, , 311.704969,   -39.342449,   96.4480, 225.2591,   1.6526,
 2023-Jun-25 19:00,C, , 328.422799,   -47.133292,   95.8331, 225.6067,   1.6626,
 2023-Jun-25 20:00,*, , 349.533704,   -51.614081,   95.2036, 225.9618,   1.6790,
 2023-Jun-25 21:00,*, ,  12.812690,   -51.605449,   94.5698, 226.3191,   1.6981,
 2023-Jun-25 22:00,*, ,  33.926731,   -47.121030,   93.9422, 226.6734,   1.7163,
 2023-Jun-25 23:00,*, ,  50.687785,   -39.357399,   93.3309, 227.0194,   1.7300,
 2023-Jun-26 00:00,*, ,  63.668774,   -29.599694,   92.7450, 227.3525,   1.7360,
 2023-Jun-26 01:00,*, ,  74.180321,   -18.714096,   92.1923, 227.6687,   1.7316,
 2023-Jun-26 02:00,*, ,  83.335994,    -7.224832,   91.6786, 227.9650,   1.7148,
 2023-Jun-26 03:00,*,m,  91.996451,     4.522374,   91.2074, 228.2397,   1.6844,
 2023-Jun-26 04:00,*,m, 100.923903,    16.240697,   90.7795, 228.4923,   1.6400,
 2023-Jun-26 05:00,*,m, 110.966161,    27.605738,   90.3930, 228.7239,   1.5823,
 2023-Jun-26 06:00,*,m, 123.258219,    38.137797,   90.0430, 228.9370,   1.5128,
 2023-Jun-26 07:00,*,m, 139.340786,    47.017311,   89.7223, 229.1352,   1.4340,
 2023-Jun-26 08:00,*,m, 160.537341,    52.882696,   89.4214, 229.3235,   1.3491,
 2023-Jun-26 09:00,*,m, 185.440271,    54.130680,   89.1295, 229.5073,   1.2617,
 2023-Jun-26 10:00,*,m, 208.868729,    50.296564,   88.8349, 229.6926,   1.1757,
 2023-Jun-26 11:00,N,m, 227.278439,    42.618496,   88.5263, 229.8852,   1.0948,
 2023-Jun-26 12:00, ,m, 241.073650,    32.672379,   88.1932, 230.0903,   1.0225,
 2023-Jun-26 13:00, ,m, 251.857919,    21.515979,   87.8268, 230.3123,   0.9614,
 2023-Jun-26 14:00, ,m, 260.953041,     9.753385,   87.4208, 230.5544,   0.9135,
 2023-Jun-26 15:00, , , 269.301048,    -2.252303,   86.9715, 230.8185,   0.8796,
 2023-Jun-26 16:00, , , 277.657854,   -14.237849,   86.4777, 231.1050,   0.8596,
 2023-Jun-26 17:00, , , 286.797309,   -25.945547,   85.9415, 231.4129,   0.8523,
 2023-Jun-26 18:00,A, , 297.732365,   -37.026190,   85.3672, 231.7401,   0.8559,
 2023-Jun-26 19:00,C, , 311.966869,   -46.883888,   84.7615, 232.0832,   0.8678,
 2023-Jun-26 20:00,*, , 331.445465,   -54.419725,   84.1326, 232.4379,   0.8847,
 2023-Jun-26 21:00,*, , 356.666093,   -57.923560,   83.4902, 232.7994,   0.9033,
 2023-Jun-26 22:00,*, ,  23.037481,   -56.122648,   82.8448, 233.1625,   0.9202,
 2023-Jun-26 23:00,*, ,  44.569151,   -49.745519,   82.2069, 233.5217,   0.9322,
 2023-Jun-27 00:00,*, ,  60.394060,   -40.571190,   81.5865, 233.8721,   0.9364,
 2023-Jun-27 01:00,*, ,  72.356275,   -29.925190,   80.9928, 234.2088,   0.9303,
 2023-Jun-27 02:00,*, ,  82.160624,   -18.546424,   80.4335, 234.5282,   0.9124,
 2023-Jun-27 03:00,*, ,  90.967014,    -6.859303,   79.9142, 234.8274,   0.8815,
 2023-Jun-27 04:00,*,m,  99.617135,     4.835673,   79.4381, 235.1047,   0.8377,
 2023-Jun-27 05:00,*,m, 108.861585,    16.248012,   79.0058, 235.3600,   0.7817,
 2023-Jun-27 06:00,*,m, 119.534989,    27.003067,   78.6148, 235.5945,   0.7152,
 2023-Jun-27 07:00,*,m, 132.666282,    36.527522,   78.2601, 235.8109,   0.6406,
 2023-Jun-27 08:00,*,m, 149.329251,    43.913689,   77.9338, 236.0131,   0.5609,
 2023-Jun-27 09:00,*,m, 169.705937,    47.922972,   77.6262, 236.2061,   0.4796,
 2023-Jun-27 10:00,*,m, 191.599317,    47.538919,   77.3261, 236.3955,   0.4003,
 2023-Jun-27 11:00,N,m, 211.400730,    42.863657,   77.0216, 236.5872,   0.3266,
 2023-Jun-27 12:00, ,m, 227.338960,    35.007460,   76.7011, 236.7872,   0.2614,
 2023-Jun-27 13:00, ,m, 239.841287,    25.165759,   76.3543, 237.0004,   0.2073,
 2023-Jun-27 14:00, ,m, 249.996210,    14.175607,   75.9724, 237.2313,   0.1659,
 2023-Jun-27 15:00, ,m, 258.778937,     2.555805,   75.5494, 237.4829,   0.1379,
 2023-Jun-27 16:00, , , 266.969186,    -9.360438,   75.0816, 237.7568,   0.1230,
 2023-Jun-27 17:00, , , 275.275290,   -21.322299,   74.5685, 238.0535,   0.1199,
 2023-Jun-27 18:00,A, , 284.523781,   -33.078055,   74.0123, 238.3718,   0.1267,
 2023-Jun-27 19:00,C, , 295.953881,   -44.268781,   73.4178, 238.7092,   0.1407,
 2023-Jun-27 20:00,*, , 311.694598,   -54.217868,   72.7920, 239.0624,   0.1590,
 2023-Jun-27 21:00,*, , 334.883509,   -61.501149,   72.1436, 239.4268,   0.1781,
 2023-Jun-27 22:00,*, ,   5.678453,   -63.759473,   71.4827, 239.7976,   0.1950,
 2023-Jun-27 23:00,*, ,  34.849145,   -59.854138,   70.8198, 240.1693,   0.2065,
 2023-Jun-28 00:00,*, ,  55.644391,   -51.663596,   70.1658, 240.5365,   0.2100,
 2023-Jun-28 01:00,*, ,  69.954051,   -41.367087,   69.5310, 240.8941,   0.2032,
 2023-Jun-28 02:00,*, ,  80.736947,   -30.127827,   68.9247, 241.2374,   0.1848,
 2023-Jun-28 03:00,*, ,  89.816805,   -18.510720,   68.3545, 241.5627,   0.1539,
 2023-Jun-28 04:00,*, ,  98.281576,    -6.847110,   67.8260, 241.8671,   0.1107,
 2023-Jun-28 05:00,*,m, 106.903565,     4.594124,   67.3421, 242.1491,   0.0561,
 2023-Jun-28 06:00,*,m, 116.379241,    15.510867,   66.9031, 242.4089,  -0.0083,
 2023-Jun-28 07:00,*,m, 127.459874,    25.485064,   66.5062, 242.6477,  -0.0799,
 2023-Jun-28 08:00,*,m, 140.952051,    33.892491,   66.1456, 242.8686,  -0.1559,
 2023-Jun-28 09:00,*,m, 157.401129,    39.848406,   65.8131, 243.0755,  -0.2328,
 2023-Jun-28 10:00,*,m, 176.281617,    42.366124,   65.4983, 243.2738,  -0.3071,
 2023-Jun-28 11:00,N,m, 195.492781,    40.890518,   65.1894, 243.4693,  -0.3756,
 2023-Jun-28 12:00, ,m, 212.653693,    35.752880,   64.8741, 243.6679,  -0.4353,
 2023-Jun-28 13:00, ,m, 226.801459,    27.883851,   64.5406, 243.8757,  -0.4839,
 2023-Jun-28 14:00, ,m, 238.277779,    18.221022,   64.1784, 244.0977,  -0.5200,
 2023-Jun-28 15:00, ,m, 247.852737,     7.450089,   63.7787, 244.3382,  -0.5431,
 2023-Jun-28 16:00, , , 256.272626,    -3.976712,   63.3356, 244.6004,  -0.5535,
 2023-Jun-28 17:00, , , 264.194561,   -15.755445,   62.8459, 244.8856,  -0.5525,
 2023-Jun-28 18:00,A, , 272.280458,   -27.653842,   62.3093, 245.1942,  -0.5423,
 2023-Jun-28 19:00,N, , 281.395053,   -39.439315,   61.7286, 245.5248,  -0.5255,
 2023-Jun-28 20:00,*, , 293.018205,   -50.769088,   61.1091, 245.8747,  -0.5050,
 2023-Jun-28 21:00,*, , 310.170832,   -60.919457,   60.4582, 246.2403,  -0.4842,
 2023-Jun-28 22:00,*, , 338.289303,   -68.056468,   59.7853, 246.6170,  -0.4661,
 2023-Jun-28 23:00,*, ,  16.558008,   -68.829772,   59.1008, 246.9995,  -0.4538,
 2023-Jun-29 00:00,*, ,  47.368671,   -62.719525,   58.4160, 247.3824,  -0.4499,
 2023-Jun-29 01:00,*, ,  66.259217,   -53.052393,   57.7420, 247.7600,  -0.4562,
 2023-Jun-29 02:00,*, ,  78.757450,   -42.016304,   57.0894, 248.1271,  -0.4742,
 2023-Jun-29 03:00,*, ,  88.355466,   -30.484829,   56.4677, 248.4790,  -0.5044,
 2023-Jun-29 04:00,*, ,  96.744233,   -18.857729,   55.8846, 248.8118,  -0.5466,
 2023-Jun-29 05:00,*, , 104.866901,    -7.395357,   55.3455, 249.1229,  -0.5999,
 2023-Jun-29 06:00,*,m, 113.395756,     3.652903,   54.8532, 249.4109,  -0.6624,
 2023-Jun-29 07:00,*,m, 122.939951,    13.975295,   54.4075, 249.6760,  -0.7316,
 2023-Jun-29 08:00,*,m, 134.120160,    23.133138,   54.0048, 249.9199,  -0.8047,
 2023-Jun-29 09:00,*,m, 147.490424,    30.505871,   53.6388, 250.1457,  -0.8782,
 2023-Jun-29 10:00,*,m, 163.196619,    35.307761,   53.3003, 250.3578,  -0.9488,
 2023-Jun-29 11:00,N,m, 180.447373,    36.803403,   52.9783, 250.5617,  -1.0132,
 2023-Jun-29 12:00, ,m, 197.516122,    34.714280,   52.6601, 250.7635,  -1.0686,
 2023-Jun-29 13:00, ,m, 212.781782,    29.422060,   52.3331, 250.9695,  -1.1129,
 2023-Jun-29 14:00, ,m, 225.632600,    21.695335,   51.9851, 251.1855,  -1.1446,
 2023-Jun-29 15:00, ,m, 236.308543,    12.296865,   51.6051, 251.4171,  -1.1632,
 2023-Jun-29 16:00, ,m, 245.370303,     1.808593,   51.1848, 251.6683,  -1.1694,
 2023-Jun-29 17:00, , , 253.403444,    -9.366771,   50.7184, 251.9422,  -1.1644,
 2023-Jun-29 18:00,A, , 260.962817,   -20.950606,   50.2030, 252.2402,  -1.1504,
 2023-Jun-29 19:00,N, , 268.648244,   -32.731578,   49.6390, 252.5623,  -1.1301,
 2023-Jun-29 20:00,*, , 277.308525,   -44.507066,   49.0298, 252.9068,  -1.1065,
 2023-Jun-29 21:00,*, , 288.571087,   -55.983404,   48.3814, 253.2711,  -1.0829,
 2023-Jun-29 22:00,*, , 306.451074,   -66.474362,   47.7019, 253.6510,  -1.0625,
 2023-Jun-29 23:00,*, , 340.655764,   -73.745183,   47.0014, 254.0416,  -1.0481,
 2023-Jun-30 00:00,*, ,  28.664291,   -72.942943,   46.2911, 254.4376,  -1.0423,
 2023-Jun-30 01:00,*, ,  59.226695,   -64.867782,   45.5826, 254.8331,  -1.0470,
 2023-Jun-30 02:00,*, ,  75.522727,   -54.214915,   44.8877, 255.2224,  -1.0634,
 2023-Jun-30 03:00,*, ,  86.233805,   -42.804586,   44.2173, 255.6000,  -1.0921,
 2023-Jun-30 04:00,*, ,  94.753576,   -31.219200,   43.5810, 255.9613,  -1.1326,
 2023-Jun-30 05:00,*, , 102.507044,   -19.735239,   42.9865, 256.3023,  -1.1840,
 2023-Jun-30 06:00,*, , 110.270744,    -8.565581,   42.4390, 256.6205,  -1.2444,
 2023-Jun-30 07:00,*,m, 118.608262,     2.054097,   41.9408, 256.9147,  -1.3113,
 2023-Jun-30 08:00,*,m, 128.029562,    11.812249,   41.4908, 257.1853,  -1.3818,
 2023-Jun-30 09:00,*,m, 139.021024,    20.275815,   41.0848, 257.4342,  -1.4524,
 2023-Jun-30 10:00,*,m, 151.936050,    26.865543,   40.7153, 257.6649,  -1.5200,
 2023-Jun-30 11:00,N,m, 166.705517,    30.910462,   40.3723, 257.8822,  -1.5811,
 2023-Jun-30 12:00, ,m, 182.525793,    31.854934,   40.0436, 258.0918,  -1.6330,
 2023-Jun-30 13:00, ,m, 198.017740,    29.550540,   39.7160, 258.3002,  -1.6736,
 2023-Jun-30 14:00, ,m, 211.978822,    24.352207,   39.3763, 258.5138,  -1.7014,
 2023-Jun-30 15:00, ,m, 223.934857,    16.901074,   39.0118, 258.7388,  -1.7161,
 2023-Jun-30 16:00, ,m, 234.031699,     7.843137,   38.6119, 258.9805,  -1.7182,
 2023-Jun-30 17:00, , , 242.685532,    -2.308001,   38.1682, 259.2433,  -1.7091,
 2023-Jun-30 18:00,A, , 250.364505,   -13.182758,   37.6755, 259.5299,  -1.6910,
 2023-Jun-30 19:00,N, , 257.534172,   -24.520246,   37.1318, 259.8416,  -1.6666,
 2023-Jun-30 20:00,*, , 264.713074,   -36.126282,   36.5381, 260.1781,  -1.6390,
 2023-Jun-30 21:00,*, , 272.658317,   -47.828861,   35.8986, 260.5376,  -1.6116,
 2023-Jun-30 22:00,*, , 282.925781,   -59.402033,   35.2203, 260.9170,  -1.5876,
 2023-Jun-30 23:00,*, , 300.047976,   -70.302513,   34.5124, 261.3117,  -1.5699,
 2023-Jul-01 00:00,*, , 339.980216,   -78.171143,   33.7855, 261.7168,  -1.5609,
 2023-Jul-01 01:00,*, ,  40.140489,   -76.077852,   33.0517, 262.1264,  -1.5626,
 2023-Jul-01 02:00,*, ,  68.858101,   -66.599186,   32.3233, 262.5344,  -1.5762,
 2023-Jul-01 03:00,*, ,  82.617540,   -55.431000,   31.6124, 262.9351,  -1.6021,
 2023-Jul-01 04:00,*, ,  91.827036,   -43.905038,   30.9302, 263.3228,  -1.6400,
 2023-Jul-01 05:00,*, ,  99.454716,   -32.394426,   30.2863, 263.6928,  -1.6888,
 2023-Jul-01 06:00,*, , 106.651960,   -21.098960,   29.6882, 264.0413,  -1.7465,
 2023-Jul-01 07:00,*, , 114.047646,   -10.201574,   29.1403, 264.3658,  -1.8107,
 2023-Jul-01 08:00,*,m, 122.109809,     0.074962,   28.6441, 264.6654,  -1.8784,
 2023-Jul-01 09:00,*,m, 131.262845,     9.429579,   28.1974, 264.9407,  -1.9462,
 2023-Jul-01 10:00,*,m, 141.892598,    17.450968,   27.7947, 265.1941,  -2.0108,
 2023-Jul-01 11:00,N,m, 154.236801,    23.609684,   27.4272, 265.4293,  -2.0690,
 2023-Jul-01 12:00, ,m, 168.153321,    27.321891,   27.0836, 265.6516,  -2.1178,
 2023-Jul-01 13:00, ,m, 182.917325,    28.128355,   26.7509, 265.8669,  -2.1550,
 2023-Jul-01 14:00, ,m, 197.385980,    25.917900,   26.4152, 266.0820,  -2.1794,
 2023-Jul-01 15:00, ,m, 210.560395,    20.992604,   26.0627, 266.3035,  -2.1904,
 2023-Jul-01 16:00, ,m, 221.999095,    13.901509,   25.6812, 266.5377,  -2.1885,
 2023-Jul-01 17:00, ,m, 231.766867,     5.217747,   25.2602, 266.7901,  -2.1752,
 2023-Jul-01 18:00,A, , 240.180806,    -4.584431,   24.7924, 267.0647,  -2.1526,
 2023-Jul-01 19:00,N, , 247.628068,   -15.152300,   24.2733, 267.3642,  -2.1236,
 2023-Jul-01 20:00,*, , 254.505909,   -26.232485,   23.7022, 267.6896,  -2.0914,
 2023-Jul-01 21:00,*, , 261.255659,   -37.638817,   23.0814, 268.0403,  -2.0592,
 2023-Jul-01 22:00,*, , 268.510889,   -49.218204,   22.4163, 268.4142,  -2.0305,
 2023-Jul-01 23:00,*, , 277.582659,   -60.797540,   21.7152, 268.8078,  -2.0082,
 2023-Jul-02 00:00,*, , 292.619402,   -71.999496,   20.9883, 269.2162,  -1.9948,
 2023-Jul-02 01:00,*, , 333.965282,   -80.826538,   20.2476, 269.6342,  -1.9922,
 2023-Jul-02 02:00,*, ,  47.618378,   -78.348037,   19.5061, 270.0557,  -2.0017,
 2023-Jul-02 03:00,*, ,  74.741372,   -68.152422,   18.7767, 270.4744,  -2.0237,
 2023-Jul-02 04:00,*, ,  86.769543,   -56.789291,   18.0721, 270.8844,  -2.0578,
 2023-Jul-02 05:00,*, ,  94.984471,   -45.260839,   17.4035, 271.2801,  -2.1029,
 2023-Jul-02 06:00,*, , 101.998535,   -33.829853,   16.7802, 271.6567,  -2.1571,
 2023-Jul-02 07:00,*, , 108.777424,   -22.656305,   16.2086, 272.0107,  -2.2179,
 2023-Jul-02 08:00,*, , 115.852451,   -11.904621,   15.6919, 272.3398,  -2.2822,
 2023-Jul-02 09:00,*, , 123.628561,    -1.784717,   15.2294, 272.6433,  -2.3469,
 2023-Jul-02 10:00,*,m, 132.477541,     7.417317,   14.8167, 272.9222,  -2.4084,
 2023-Jul-02 11:00,N,m, 142.735080,    15.313514,   14.4460, 273.1791,  -2.4634,
 2023-Jul-02 12:00, ,m, 154.601431,    21.410284,   14.1062, 273.4182,  -2.5091,
 2023-Jul-02 13:00, ,m, 167.943665,    25.166827,   13.7845, 273.6450,  -2.5432,
 2023-Jul-02 14:00, ,m, 182.123871,    26.150743,   13.4668, 273.8658,  -2.5643,
 2023-Jul-02 15:00, ,m, 196.124091,    24.233986,   13.1392, 274.0874,  -2.5716,
 2023-Jul-02 16:00, ,m, 209.010806,    19.663157,   12.7888, 274.3167,  -2.5658,
 2023-Jul-02 17:00, ,m, 220.316692,    12.929521,   12.4049, 274.5600,  -2.5482,
 2023-Jul-02 18:00,A,m, 230.040614,     4.571073,   11.9794, 274.8225,  -2.5209,
 2023-Jul-02 19:00,N, , 238.440543,    -4.950905,   11.5078, 275.1082,  -2.4869,
 2023-Jul-02 20:00,*, , 245.862113,   -15.284543,   10.9892, 275.4195,  -2.4493,
 2023-Jul-02 21:00,*, , 252.670344,   -26.173377,   10.4265, 275.7571,  -2.4117,
 2023-Jul-02 22:00,*, , 259.268547,   -37.429109,    9.8266, 276.1200,  -2.3773,
 2023-Jul-02 23:00,*, , 266.219206,   -48.901779,    9.2001, 276.5059,  -2.3494,
 2023-Jul-03 00:00,*, , 274.650089,   -60.436786,    8.5613, 276.9108,  -2.3304,
 2023-Jul-03 01:00,*, , 288.081428,   -71.737643,    7.9277, 277.3298,  -2.3224,
 2023-Jul-03 02:00,*, , 325.460614,   -81.264474,    7.3198, 277.7573,  -2.3267,
 2023-Jul-03 03:00,*, ,  47.022250,   -79.697348,    6.7598, 278.1870,  -2.3435,
 2023-Jul-03 04:00,*, ,  75.502087,   -69.443161,    6.2705, 278.6127,  -2.3728,
 2023-Jul-03 05:00,*, ,  87.289511,   -58.048311,    5.8722, 279.0285,  -2.4132,
 2023-Jul-03 06:00,*, ,  95.255729,   -46.510872,    5.5792, 279.4287,  -2.4629,
 2023-Jul-03 07:00,*, , 102.066791,   -35.071565,    5.3960, 279.8089,  -2.5195,
 2023-Jul-03 08:00,*, , 108.666319,   -23.878095,    5.3153, 280.1656,  -2.5798,
 2023-Jul-03 09:00,*, , 115.565253,   -13.085119,    5.3197, 280.4970,  -2.6406,
 2023-Jul-03 10:00,*, , 123.153220,    -2.891993,    5.3857, 280.8024,  -2.6985,
 2023-Jul-03 11:00,N,m, 131.792475,     6.428008,    5.4894, 281.0834,  -2.7500,
 2023-Jul-03 12:00, ,m, 141.820238,    14.501538,    5.6103, 281.3427,  -2.7924,
 2023-Jul-03 13:00, ,m, 153.460207,    20.846971,    5.7336, 281.5849,  -2.8231,
 2023-Jul-03 14:00, ,m, 166.632832,    24.922135,    5.8512, 281.8156,  -2.8406,
 2023-Jul-03 15:00, ,m, 180.764904,    26.267915,    5.9613, 282.0413,  -2.8443,
 2023-Jul-03 16:00, ,m, 194.863479,    24.707711,    6.0680, 282.2689,  -2.8345,
 2023-Jul-03 17:00, ,m, 207.954774,    20.443024,    6.1805, 282.5052,  -2.8124,
 2023-Jul-03 18:00,A,m, 219.504860,    13.945036,    6.3118, 282.7563,  -2.7802,
 2023-Jul-03 19:00,N,m, 229.466384,     5.754930,    6.4774, 283.0273,  -2.7409,
 2023-Jul-03 20:00,*, , 238.081285,    -3.652549,    6.6934, 283.3220,  -2.6976,
 2023-Jul-03 21:00,*, , 245.698549,   -13.911072,    6.9737, 283.6424,  -2.6540,
 2023-Jul-03 22:00,*, , 252.696000,   -24.751906,    7.3281, 283.9889,  -2.6134,
 2023-Jul-03 23:00,*, , 259.495324,   -35.976430,    7.7612, 284.3603,  -2.5792,
 2023-Jul-04 00:00,*, , 266.682593,   -47.424276,    8.2711, 284.7539,  -2.5539,
 2023-Jul-04 01:00,*, , 275.403718,   -58.925982,    8.8506, 285.1656,  -2.5397,
 2023-Jul-04 02:00,*, , 289.013178,   -70.157300,    9.4879, 285.5904,  -2.5378,
 2023-Jul-04 03:00,*, , 322.886882,   -79.656217,   10.1687, 286.0224,  -2.5487,
 2023-Jul-04 04:00,*, ,  37.549507,   -79.496267,   10.8767, 286.4555,  -2.5722,
 2023-Jul-04 05:00,*, ,  70.540279,   -69.886815,   11.5958, 286.8836,  -2.6071,
 2023-Jul-04 06:00,*, ,  83.939284,   -58.594174,   12.3102, 287.3006,  -2.6515,
 2023-Jul-04 07:00,*, ,  92.572528,   -47.016714,   13.0056, 287.7014,  -2.7030,
 2023-Jul-04 08:00,*, ,  99.699874,   -35.468167,   13.6698, 288.0817,  -2.7586,
 2023-Jul-04 09:00,*, , 106.447144,   -24.112755,   14.2930, 288.4382,  -2.8149,
 2023-Jul-04 10:00,*, , 113.398448,   -13.106151,   14.8686, 288.7692,  -2.8684,
 2023-Jul-04 11:00,N, , 120.983780,    -2.642785,   15.3934, 289.0747,  -2.9159,
 2023-Jul-04 12:00, ,m, 129.601670,     7.010383,   15.8677, 289.3562,  -2.9544,
 2023-Jul-04 13:00, ,m, 139.639345,    15.481713,   16.2955, 289.6168,  -2.9812,
 2023-Jul-04 14:00, ,m, 151.394700,    22.276009,   16.6841, 289.8610,  -2.9949,
 2023-Jul-04 15:00, ,m, 164.871868,    26.808981,   17.0439, 290.0947,  -2.9946,
 2023-Jul-04 16:00, ,m, 179.529806,    28.550515,   17.3877, 290.3242,  -2.9804,
 2023-Jul-04 17:00, ,m, 194.295528,    27.256078,   17.7296, 290.5564,  -2.9537,
 2023-Jul-04 18:00,A,m, 208.048561,    23.105614,   18.0842, 290.7979,  -2.9165,
 2023-Jul-04 19:00,N,m, 220.156063,    16.599003,   18.4651, 291.0546,  -2.8716,
 2023-Jul-04 20:00,*,m, 230.559188,     8.324408,   18.8843, 291.3312,  -2.8224,
