API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun May 14 05:40:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-31 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Dec-31 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 139.484444,35.300556,1.22238E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 139.484444,5211.22956,3665.13099 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230511.p230804                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-11. PREDICTS-> 2023-AUG-03
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
********************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),       phi,  PAB-LON,  PAB-LAT,
********************************************************************************
$$SOE
 2023-Jun-13 00:00,*,m, 220.187068,    54.384151,  117.3364, 320.2206,  -1.4601,
 2023-Jun-13 01:00,*,m, 238.311613,    45.446539,  117.6940, 320.4402,  -1.3633,
 2023-Jun-13 02:00,*,m, 251.366341,    34.758938,  118.0778, 320.6725,  -1.2827,
 2023-Jun-13 03:00,*,m, 261.627180,    23.290621,  118.4966, 320.9220,  -1.2216,
 2023-Jun-13 04:00,*,m, 270.546849,    11.552264,  118.9568, 321.1919,  -1.1815,
 2023-Jun-13 05:00,*,m, 279.070378,    -0.132631,  119.4619, 321.4840,  -1.1626,
 2023-Jun-13 06:00,*, , 287.940064,   -11.488205,  120.0126, 321.7986,  -1.1638,
 2023-Jun-13 07:00,*, , 297.890704,   -22.195018,  120.6064, 322.1345,  -1.1823,
 2023-Jun-13 08:00,*, , 309.762810,   -31.798999,  121.2384, 322.4895,  -1.2145,
 2023-Jun-13 09:00,*, , 324.451557,   -39.608225,  121.9017, 322.8599,  -1.2557,
 2023-Jun-13 10:00,C, , 342.398810,   -44.653062,  122.5871, 323.2413,  -1.3006,
 2023-Jun-13 11:00,N, ,   2.524957,   -45.956024,  123.2845, 323.6288,  -1.3436,
 2023-Jun-13 12:00, , ,  22.089513,   -43.195430,  123.9831, 324.0169,  -1.3789,
 2023-Jun-13 13:00, , ,  38.802414,   -36.999776,  124.6720, 324.4003,  -1.4009,
 2023-Jun-13 14:00, , ,  52.245908,   -28.399438,  125.3406, 324.7738,  -1.4048,
 2023-Jun-13 15:00, , ,  63.115672,   -18.264283,  125.9796, 325.1328,  -1.3868,
 2023-Jun-13 16:00, , ,  72.293349,    -7.178400,  126.5810, 325.4732,  -1.3443,
 2023-Jun-13 17:00, ,m,  80.543458,     4.481386,  127.1393, 325.7924,  -1.2764,
 2023-Jun-13 18:00,A,m,  88.537779,    16.450004,  127.6512, 326.0885,  -1.1839,
 2023-Jun-13 19:00,C,m,  96.993966,    28.496624,  128.1165, 326.3614,  -1.0694,
 2023-Jun-13 20:00,*,m, 106.919253,    40.342364,  128.5379, 326.6123,  -0.9373,
 2023-Jun-13 21:00,*,m, 120.094638,    51.511520,  128.9210, 326.8439,  -0.7935,
 2023-Jun-13 22:00,*,m, 139.930014,    60.960046,  129.2741, 327.0605,  -0.6447,
 2023-Jun-13 23:00,*,m, 170.511536,    66.342090,  129.6077, 327.2670,  -0.4980,
 2023-Jun-14 00:00,*,m, 205.666518,    64.841646,  129.9337, 327.4696,  -0.3605,
 2023-Jun-14 01:00,*,m, 231.591826,    57.439097,  130.2646, 327.6743,  -0.2382,
 2023-Jun-14 02:00,*,m, 248.186494,    47.184639,  130.6123, 327.8874,  -0.1362,
 2023-Jun-14 03:00,*,m, 259.833483,    35.803938,  130.9877, 328.1141,  -0.0578,
 2023-Jun-14 04:00,*,m, 269.160144,    24.044117,  131.3995, 328.3591,  -0.0047,
 2023-Jun-14 05:00,*,m, 277.547432,    12.285810,  131.8540, 328.6253,   0.0233,
 2023-Jun-14 06:00,*,m, 285.844131,     0.795697,  132.3544, 328.9145,   0.0282,
 2023-Jun-14 07:00,*, , 294.716064,   -10.162406,  132.9011, 329.2268,   0.0133,
 2023-Jun-14 08:00,*, , 304.812221,   -20.253383,  133.4915, 329.5610,  -0.0164,
 2023-Jun-14 09:00,*, , 316.811294,   -28.999299,  134.1202, 329.9143,  -0.0551,
 2023-Jun-14 10:00,C, , 331.273637,   -35.723024,  134.7798, 330.2830,  -0.0963,
 2023-Jun-14 11:00,N, , 348.154648,   -39.598926,  135.4609, 330.6625,  -0.1331,
 2023-Jun-14 12:00, , ,   6.224990,   -39.957221,  136.1531, 331.0474,  -0.1583,
 2023-Jun-14 13:00, , ,  23.437552,   -36.724985,  136.8451, 331.4324,  -0.1655,
 2023-Jun-14 14:00, , ,  38.322583,   -30.482984,  137.5258, 331.8117,  -0.1487,
 2023-Jun-14 15:00, , ,  50.628812,   -22.056103,  138.1844, 332.1799,  -0.1035,
 2023-Jun-14 16:00, , ,  60.833849,   -12.155574,  138.8116, 332.5324,  -0.0269,
 2023-Jun-14 17:00, , ,  69.590583,    -1.287013,  139.3993, 332.8652,   0.0819,
 2023-Jun-14 18:00,A,m,  77.516280,    10.206382,  139.9421, 333.1753,   0.2217,
 2023-Jun-14 19:00,C,m,  85.200527,    22.077756,  140.4371, 333.4614,   0.3886,
 2023-Jun-14 20:00,*,m,  93.329188,    34.115662,  140.8844, 333.7234,   0.5769,
 2023-Jun-14 21:00,*,m, 102.967433,    46.071319,  141.2872, 333.9629,   0.7788,
 2023-Jun-14 22:00,*,m, 116.288107,    57.504128,  141.6520, 334.1831,   0.9855,
 2023-Jun-14 23:00,*,m, 138.482039,    67.282642,  141.9877, 334.3884,   1.1877,
 2023-Jun-15 00:00,*,m, 177.400705,    72.179039,  142.3053, 334.5847,   1.3766,
 2023-Jun-15 01:00,*,m, 218.593731,    68.503063,  142.6173, 334.7782,   1.5444,
 2023-Jun-15 02:00,*,m, 242.959183,    59.250954,  142.9366, 334.9754,   1.6850,
 2023-Jun-15 03:00,*,m, 257.255239,    48.077570,  143.2752, 335.1825,   1.7948,
 2023-Jun-15 04:00,*,m, 267.373190,    36.326237,  143.6441, 335.4051,   1.8722,
 2023-Jun-15 05:00,*,m, 275.784551,    24.503528,  144.0518, 335.6474,   1.9184,
 2023-Jun-15 06:00,*,m, 283.658636,    12.885456,  144.5041, 335.9123,   1.9364,
 2023-Jun-15 07:00,*,m, 291.709026,     1.699706,  145.0038, 336.2011,   1.9316,
 2023-Jun-15 08:00,*, , 300.506410,    -8.796284,  145.5505, 336.5137,   1.9107,
 2023-Jun-15 09:00,*, , 310.597550,   -18.259286,  146.1411, 336.8482,   1.8817,
 2023-Jun-15 10:00,C, , 322.497854,   -26.210730,  146.7697, 337.2017,   1.8536,
 2023-Jun-15 11:00,N, , 336.506186,   -32.021052,  147.4280, 337.5700,   1.8356,
 2023-Jun-15 12:00, , , 352.317031,   -35.008855,  148.1061, 337.9480,   1.8371,
 2023-Jun-15 13:00, , ,   8.760101,   -34.716891,  148.7932, 338.3302,   1.8668,
 2023-Jun-15 14:00, , ,  24.273590,   -31.194555,  149.4775, 338.7107,   1.9324,
 2023-Jun-15 15:00, , ,  37.827229,   -24.963446,  150.1476, 339.0838,   2.0399,
 2023-Jun-15 16:00, , ,  49.244942,   -16.710003,  150.7926, 339.4438,   2.1931,
 2023-Jun-15 17:00, , ,  58.873489,    -7.036928,  151.4030, 339.7859,   2.3928,
 2023-Jun-15 18:00,A,m,  67.217776,     3.609352,  151.9712, 340.1063,   2.6367,
 2023-Jun-15 19:00,C,m,  74.785820,    14.914654,  152.4920, 340.4024,   2.9190,
 2023-Jun-15 20:00,*,m,  82.090847,    26.650108,  152.9632, 340.6731,   3.2308,
 2023-Jun-15 21:00,*,m,  89.764364,    38.624927,  153.3857, 340.9188,   3.5606,
 2023-Jun-15 22:00,*,m,  98.864198,    50.626676,  153.7639, 341.1420,   3.8952,
 2023-Jun-15 23:00,*,m, 111.845155,    62.278949,  154.1052, 341.3465,   4.2207,
 2023-Jun-16 00:00,*,m, 136.181647,    72.444535,  154.4194, 341.5375,   4.5244,
 2023-Jun-16 01:00,*,m, 186.824689,    76.706981,  154.7185, 341.7213,   4.7954,
 2023-Jun-16 02:00,*,m, 231.963042,    70.636464,  155.0157, 341.9048,   5.0261,
 2023-Jun-16 03:00,*,m, 252.857641,    60.037705,  155.3241, 342.0946,   5.2120,
 2023-Jun-16 04:00,*,m, 264.745845,    48.366110,  155.6558, 342.2971,   5.3530,
 2023-Jun-16 05:00,*,m, 273.499363,    36.496172,  156.0213, 342.5174,   5.4521,
 2023-Jun-16 06:00,*,m, 281.130678,    24.754517,  156.4285, 342.7593,   5.5160,
 2023-Jun-16 07:00,*,m, 288.562894,    13.350920,  156.8826, 343.0254,   5.5539,
 2023-Jun-16 08:00,*,m, 296.377481,     2.491048,  157.3852, 343.3161,   5.5776,
 2023-Jun-16 09:00,*, , 305.055193,    -7.570701,  157.9352, 343.6307,   5.6003,
 2023-Jun-16 10:00,C, , 315.049485,   -16.489703,  158.5281, 343.9666,   5.6366,
 2023-Jun-16 11:00,N, , 326.744413,   -23.799658,  159.1572, 344.3202,   5.7016,
 2023-Jun-16 12:00, , , 340.266997,   -28.924088,  159.8133, 344.6867,   5.8107,
 2023-Jun-16 13:00, , , 355.193354,   -31.293648,  160.4858, 345.0604,   5.9784,
 2023-Jun-16 14:00, , ,  10.456173,   -30.581896,  161.1629, 345.4352,   6.2181,
 2023-Jun-16 15:00, , ,  24.797484,   -26.893975,  161.8325, 345.8050,   6.5404,
 2023-Jun-16 16:00, , ,  37.422984,   -20.701840,  162.4827, 346.1634,   6.9524,
 2023-Jun-16 17:00, , ,  48.190852,   -12.601804,  163.1026, 346.5049,   7.4560,
 2023-Jun-16 18:00,A, ,  57.368619,    -3.125045,  163.6828, 346.8246,   8.0473,
 2023-Jun-16 19:00,C,m,  65.366529,     7.323506,  164.2163, 347.1190,   8.7153,
 2023-Jun-16 20:00,*,m,  72.614693,    18.451511,  164.6990, 347.3862,   9.4425,
 2023-Jun-16 21:00,*,m,  79.561582,    30.044198,  165.1298, 347.6258,  10.2056,
 2023-Jun-16 22:00,*,m,  86.775008,    41.927142,  165.5114, 347.8399,  10.9779,
 2023-Jun-16 23:00,*,m,  95.251596,    53.918890,  165.8498, 348.0319,  11.7320,
 2023-Jun-17 00:00,*,m, 107.548849,    65.711345,  166.1543, 348.2072,  12.4434,
 2023-Jun-17 01:00,*,m, 133.491375,    76.235766,  166.4362, 348.3724,  13.0932,
 2023-Jun-17 02:00,*,m, 198.770909,    79.634091,  166.7088, 348.5347,  13.6703,
 2023-Jun-17 03:00,*,m, 243.228590,    71.438587,  166.9857, 348.7013,  14.1729,
 2023-Jun-17 04:00,*,m, 260.232148,    60.085196,  167.2799, 348.8789,  14.6083,
 2023-Jun-17 05:00,*,m, 270.173735,    48.215171,  167.6029, 349.0732,  14.9922,
 2023-Jun-17 06:00,*,m, 277.905429,    36.359655,  167.9640, 349.2883,  15.3479,
 2023-Jun-17 07:00,*,m, 284.963074,    24.742747,  168.3695, 349.5268,  15.7054,
 2023-Jun-17 08:00,*,m, 292.066829,    13.540084,  168.8226, 349.7895,  16.1007,
 2023-Jun-17 09:00,*,m, 299.696508,     2.947354,  169.3230, 350.0751,  16.5756,
 2023-Jun-17 10:00,C, , 308.265263,    -6.781726,  169.8670, 350.3808,  17.1780,
 2023-Jun-17 11:00,N, , 318.159182,   -15.303151,  170.4478, 350.7019,  17.9629,
 2023-Jun-17 12:00, , , 329.675429,   -22.162958,  171.0561, 351.0322,  18.9928,
 2023-Jun-17 13:00, , , 342.841222,   -26.823937,  171.6798, 351.3638,  20.3387,
 2023-Jun-17 14:00, , , 357.180737,   -28.787992,  172.3050, 351.6876,  22.0789,
 2023-Jun-17 15:00, , ,  11.702212,   -27.802704,  172.9164, 351.9928,  24.2965,
 2023-Jun-17 16:00, , ,  25.317599,   -24.000192,  173.4979, 352.2671,  27.0713,
 2023-Jun-17 17:00, , ,  37.358267,   -17.821839,  174.0336, 352.4966,  30.4657,
 2023-Jun-17 18:00,A, ,  47.702843,    -9.811485,  174.5088, 352.6658,  34.5030,
 2023-Jun-17 19:00,C,m,  56.577628,    -0.457231,  174.9120, 352.7575,  39.1414,
 2023-Jun-17 20:00,*,m,  64.339640,     9.862399,  175.2363, 352.7527,  44.2548,
 2023-Jun-17 21:00,*,m,  71.372201,    20.869617,  175.4818, 352.6308,  49.6379,
 2023-Jun-17 22:00,*,m,  78.082421,    32.358751,  175.6553, 352.3689,  55.0449,
 2023-Jun-17 23:00,*,m,  84.994632,    44.164782,  175.7697, 351.9394,  60.2526,
 2023-Jun-18 00:00,*,m,  93.057909,    56.123358,  175.8413, 351.3022,  65.1187,
 2023-Jun-18 01:00,*,m, 104.886797,    67.966327,  175.8869, 350.3835,  69.6094,
 2023-Jun-18 02:00,*,m, 132.501439,    78.658603,  175.9208, 349.0183,  73.7932,
 2023-Jun-18 03:00,*,m, 210.926716,    80.830287,  175.9535, 346.7727,  77.8125,
 2023-Jun-18 04:00,*,m, 250.457939,    71.229888,  175.9900, 342.2019,  81.8405,
 2023-Jun-18 05:00,*,m, 264.610112,    59.548514,  176.0299, 327.2726,  85.9490,
 2023-Jun-18 06:00,*,m, 273.347209,    47.620763,  176.0664, 232.7143,  87.6512,
 2023-Jun-18 07:00,*,m, 280.476833,    35.803001,  176.0865, 192.5454,  82.9579,
 2023-Jun-18 08:00,*,m, 287.207309,    24.273729,  176.0725, 185.2003,  76.9546,
 2023-Jun-18 09:00,*,m, 294.133568,    13.195036,  176.0036, 182.4689,  70.3119,
 2023-Jun-18 10:00,C,m, 301.676799,     2.760371,  175.8606, 181.1977,  63.3587,
 2023-Jun-18 11:00,N, , 310.214004,    -6.774019,  175.6303, 180.5832,  56.4926,
 2023-Jun-18 12:00, , , 320.097108,   -15.061062,  175.3088, 180.3245,  50.1009,
 2023-Jun-18 13:00, , , 331.578771,   -21.649133,  174.9018, 180.2803,  44.4603,
 2023-Jun-18 14:00, , , 344.631796,   -26.017180,  174.4226, 180.3737,  39.6978,
 2023-Jun-18 15:00, , , 358.743373,   -27.701501,  173.8886, 180.5575,  35.8127,
 2023-Jun-18 16:00, , ,  12.942971,   -26.490300,  173.3187, 180.8000,  32.7261,
 2023-Jun-18 17:00, , ,  26.216262,   -22.538065,  172.7314, 181.0788,  30.3246,
 2023-Jun-18 18:00,A, ,  37.961915,   -16.280595,  172.1437, 181.3769,  28.4886,
 2023-Jun-18 19:00,C, ,  48.083648,    -8.241007,  171.5706, 181.6814,  27.1062,
 2023-Jun-18 20:00,*,m,  56.801589,     1.113221,  171.0244, 181.9821,  26.0784,
 2023-Jun-18 21:00,*,m,  64.456804,    11.418114,  170.5144, 182.2713,  25.3189,
 2023-Jun-18 22:00,*,m,  71.418897,    22.404624,  170.0470, 182.5434,  24.7535,
 2023-Jun-18 23:00,*,m,  78.088608,    33.871904,  169.6251, 182.7946,  24.3172,
 2023-Jun-19 00:00,*,m,  84.998476,    45.657284,  169.2482, 183.0234,  23.9533,
 2023-Jun-19 01:00,*,m,  93.152619,    57.596052,  168.9128, 183.2298,  23.6124,
 2023-Jun-19 02:00,*,m, 105.475080,    69.407034,  168.6119, 183.4158,  23.2520,
 2023-Jun-19 03:00,*,m, 136.664119,    79.874387,  168.3361, 183.5851,  22.8374,
 2023-Jun-19 04:00,*,m, 219.262869,    80.390578,  168.0740, 183.7428,  22.3432,
 2023-Jun-19 05:00,*,m, 253.243988,    70.153221,  167.8129, 183.8953,  21.7542,
 2023-Jun-19 06:00,*,m, 266.076822,    58.360932,  167.5397, 184.0497,  21.0668,
 2023-Jun-19 07:00,*,m, 274.370703,    46.404990,  167.2421, 184.2130,  20.2894,
 2023-Jun-19 08:00,*,m, 281.316645,    34.584437,  166.9093, 184.3919,  19.4413,
 2023-Jun-19 09:00,*,m, 287.976735,    23.065893,  166.5331, 184.5921,  18.5502,
 2023-Jun-19 10:00,C,m, 294.900558,    12.010097,  166.1083, 184.8173,  17.6488,
 2023-Jun-19 11:00,N,m, 302.495238,     1.613969,  165.6332, 185.0697,  16.7706,
 2023-Jun-19 12:00, , , 311.135631,    -7.858738,  165.1095, 185.3492,  15.9460,
 2023-Jun-19 13:00, , , 321.173547,   -16.049393,  164.5421, 185.6539,  15.1996,
 2023-Jun-19 14:00, , , 332.852029,   -22.492383,  163.9389, 185.9802,  14.5487,
 2023-Jun-19 15:00, , , 346.110886,   -26.656687,  163.3097, 186.3231,  14.0023,
 2023-Jun-19 16:00, , ,   0.380713,   -28.084172,  162.6659, 186.6769,  13.5622,
 2023-Jun-19 17:00, , ,  14.644484,   -26.590126,  162.0194, 187.0352,  13.2243,
 2023-Jun-19 18:00,A, ,  27.891013,   -22.365103,  161.3824, 187.3917,  12.9792,
 2023-Jun-19 19:00,C, ,  39.563144,   -15.869743,  160.7663, 187.7401,  12.8142,
 2023-Jun-19 20:00,*, ,  49.611690,    -7.634357,  160.1812, 188.0749,  12.7141,
 2023-Jun-19 21:00,*,m,  58.288073,     1.877310,  159.6353, 188.3914,  12.6625,
 2023-Jun-19 22:00,*,m,  65.953093,    12.307995,  159.1343, 188.6861,  12.6421,
 2023-Jun-19 23:00,*,m,  72.996296,    23.393884,  158.6814, 188.9567,  12.6356,
 2023-Jun-20 00:00,*,m,  79.853906,    34.935523,  158.2766, 189.2025,  12.6264,
 2023-Jun-20 01:00,*,m,  87.140323,    46.764493,  157.9166, 189.4246,  12.5990,
 2023-Jun-20 02:00,*,m,  96.086628,    58.692016,  157.5953, 189.6253,  12.5399,
 2023-Jun-20 03:00,*,m, 110.435138,    70.338891,  157.3036, 189.8089,  12.4385,
 2023-Jun-20 04:00,*,m, 148.016503,    79.898846,  157.0306, 189.9806,  12.2872,
 2023-Jun-20 05:00,*,m, 222.777756,    78.457986,  156.7637, 190.1467,  12.0827,
 2023-Jun-20 06:00,*,m, 252.550754,    68.085899,  156.4899, 190.3140,  11.8263,
 2023-Jun-20 07:00,*,m, 265.215079,    56.285609,  156.1967, 190.4891,  11.5235,
 2023-Jun-20 08:00,*,m, 273.647614,    44.294263,  155.8730, 190.6784,  11.1842,
 2023-Jun-20 09:00,*,m, 280.749735,    32.420585,  155.5098, 190.8868,  10.8212,
 2023-Jun-20 10:00,C,m, 287.564331,    20.839848,  155.1011, 191.1181,  10.4496,
 2023-Jun-20 11:00,N,m, 294.655735,     9.719954,  154.6439, 191.3744,  10.0847,
 2023-Jun-20 12:00, ,m, 302.454629,    -0.733126,  154.1387, 191.6559,   9.7409,
 2023-Jun-20 13:00, , , 311.365774,   -10.241124,  153.5890, 191.9613,   9.4304,
 2023-Jun-20 14:00, , , 321.773326,   -18.421567,  153.0010, 192.2876,   9.1625,
 2023-Jun-20 15:00, , , 333.938074,   -24.774137,  152.3834, 192.6306,   8.9427,
 2023-Jun-20 16:00, , , 347.767090,   -28.730705,  151.7465, 192.9853,   8.7733,
 2023-Jun-20 17:00, , ,   2.583444,   -29.818777,  151.1015, 193.3457,   8.6531,
 2023-Jun-20 18:00,A, ,  17.241592,   -27.886542,  150.4602, 193.7060,   8.5781,
 2023-Jun-20 19:00,C, ,  30.684844,   -23.191893,  149.8341, 194.0601,   8.5419,
 2023-Jun-20 20:00,*, ,  42.411921,   -16.255477,  149.2337, 194.4024,   8.5366,
 2023-Jun-20 21:00,*, ,  52.462575,    -7.637475,  148.6680, 194.7280,   8.5529,
 2023-Jun-20 22:00,*,m,  61.160662,     2.192466,  148.1440, 195.0331,   8.5810,
 2023-Jun-20 23:00,*,m,  68.919689,    12.881134,  147.6663, 195.3149,   8.6108,
 2023-Jun-21 00:00,*,m,  76.180613,    24.168707,  147.2365, 195.5722,   8.6326,
 2023-Jun-21 01:00,*,m,  83.459227,    35.852894,  146.8532, 195.8052,   8.6374,
 2023-Jun-21 02:00,*,m,  91.537687,    47.745876,  146.5118, 196.0158,   8.6176,
 2023-Jun-21 03:00,*,m, 102.081040,    59.593022,  146.2051, 196.2075,   8.5672,
 2023-Jun-21 04:00,*,m, 120.158546,    70.768259,  145.9232, 196.3850,   8.4825,
 2023-Jun-21 05:00,*,m, 163.941286,    78.432423,  145.6544, 196.5543,   8.3624,
 2023-Jun-21 06:00,*,m, 223.775782,    75.092363,  145.3861, 196.7217,   8.2082,
 2023-Jun-21 07:00,*,m, 250.059681,    64.808123,  145.1058, 196.8940,   8.0242,
 2023-Jun-21 08:00,*,m, 262.952367,    53.066838,  144.8015, 197.0773,   7.8171,
 2023-Jun-21 09:00,*,m, 271.799798,    41.045813,  144.4634, 197.2773,   7.5954,
 2023-Jun-21 10:00,C,m, 279.252725,    29.094661,  144.0838, 197.4980,   7.3685,
 2023-Jun-21 11:00,N,m, 286.371015,    17.410626,  143.6581, 197.7423,   7.1465,
 2023-Jun-21 12:00, ,m, 293.761462,     6.175902,  143.1849, 198.0112,   6.9385,
 2023-Jun-21 13:00, , , 301.903622,    -4.388349,  142.6658, 198.3041,   6.7525,
 2023-Jun-21 14:00, , , 311.260491,   -13.980369,  142.1054, 198.6190,   6.5945,
 2023-Jun-21 15:00, , , 322.280326,   -22.177945,  141.5108, 198.9522,   6.4682,
 2023-Jun-21 16:00, , , 335.263152,   -28.420567,  140.8911, 199.2994,   6.3750,
 2023-Jun-21 17:00, , , 350.059113,   -32.074367,  140.2566, 199.6553,   6.3142,
 2023-Jun-21 18:00,A, ,   5.791027,   -32.643428,  139.6187, 200.0140,   6.2830,
 2023-Jun-21 19:00,C, ,  21.085261,   -30.038547,  138.9886, 200.3698,   6.2768,
 2023-Jun-21 20:00,*, ,  34.825046,   -24.634853,  138.3773, 200.7169,   6.2900,
 2023-Jun-21 21:00,*, ,  46.622296,   -17.048311,  137.7946, 201.0503,   6.3160,
 2023-Jun-21 22:00,*, ,  56.667541,    -7.880986,  137.2485, 201.3655,   6.3478,
 2023-Jun-21 23:00,*,m,  65.397116,     2.392156,  136.7451, 201.6591,   6.3781,
 2023-Jun-22 00:00,*,m,  73.303082,    13.424894,  136.2878, 201.9293,   6.4001,
 2023-Jun-22 01:00,*,m,  80.903819,    24.961096,  135.8772, 202.1753,   6.4075,
 2023-Jun-22 02:00,*,m,  88.837334,    36.787466,  135.5107, 202.3982,   6.3952,
 2023-Jun-22 03:00,*,m,  98.140363,    48.671037,  135.1829, 202.6005,   6.3591,
 2023-Jun-22 04:00,*,m, 111.086585,    60.217442,  134.8858, 202.7862,   6.2971,
 2023-Jun-22 05:00,*,m, 133.981530,    70.338570,  134.6089, 202.9605,   6.2086,
 2023-Jun-22 06:00,*,m, 179.053300,    75.245095,  134.3405, 203.1294,   6.0953,
 2023-Jun-22 07:00,*,m, 224.294643,    70.380319,  134.0682, 203.2993,   5.9605,
 2023-Jun-22 08:00,*,m, 247.288659,    60.222112,  133.7798, 203.4767,   5.8093,
 2023-Jun-22 09:00,*,m, 260.227765,    48.583469,  133.4645, 203.6673,   5.6482,
 2023-Jun-22 10:00,*,m, 269.471306,    36.558436,  133.1132, 203.8760,   5.4841,
 2023-Jun-22 11:00,N,m, 277.309727,    24.537370,  132.7197, 204.1062,   5.3245,
 2023-Jun-22 12:00, ,m, 284.787045,    12.744748,  132.2804, 204.3599,   5.1761,
 2023-Jun-22 13:00, ,m, 292.551408,     1.382002,  131.7950, 204.6375,   5.0446,
 2023-Jun-22 14:00, , , 301.145517,    -9.308474,  131.2661, 204.9378,   4.9346,
 2023-Jun-22 15:00, , , 311.117762,   -18.990814,  130.6989, 205.2583,   4.8485,
 2023-Jun-22 16:00, , , 323.016184,   -27.182819,  130.1011, 205.5951,   4.7874,
 2023-Jun-22 17:00, , , 337.197249,   -33.231222,  129.4818, 205.9436,   4.7505,
 2023-Jun-22 18:00,A, , 353.391085,   -36.405333,  128.8516, 206.2984,   4.7354,
 2023-Jun-22 19:00,C, ,  10.361484,   -36.194631,  128.2214, 206.6540,   4.7386,
 2023-Jun-22 20:00,*, ,  26.398713,   -32.636002,  127.6022, 207.0046,   4.7555,
 2023-Jun-22 21:00,*, ,  40.381441,   -26.287366,  127.0043, 207.3449,   4.7809,
 2023-Jun-22 22:00,*, ,  52.149276,   -17.883405,  126.4368, 207.6701,   4.8092,
 2023-Jun-22 23:00,*, ,  62.113694,    -8.061559,  125.9070, 207.9764,   4.8347,
 2023-Jun-23 00:00,*,m,  70.850365,     2.709964,  125.4200, 208.2608,   4.8523,
 2023-Jun-23 01:00,*,m,  78.942319,    14.098541,  124.9783, 208.5219,   4.8570,
 2023-Jun-23 02:00,*,m,  87.002575,    25.849287,  124.5816, 208.7597,   4.8451,
 2023-Jun-23 03:00,*,m,  95.826134,    37.721882,  124.2265, 208.9757,   4.8138,
 2023-Jun-23 04:00,*,m, 106.763478,    49.395340,  123.9069, 209.1729,   4.7614,
 2023-Jun-23 05:00,*,m, 122.680689,    60.231879,  123.6143, 209.3558,   4.6882,
 2023-Jun-23 06:00,*,m, 149.736281,    68.537680,  123.3381, 209.5295,   4.5954,
 2023-Jun-23 07:00,*,m, 190.669832,    70.481147,  123.0665, 209.7003,   4.4861,
 2023-Jun-23 08:00,*,m, 225.018914,    64.503058,  122.7874, 209.8744,   4.3645,
 2023-Jun-23 09:00,*,m, 245.023449,    54.430760,  122.4894, 210.0578,   4.2359,
 2023-Jun-23 10:00,*,m, 257.664206,    42.909907,  122.1623, 210.2558,   4.1058,
 2023-Jun-23 11:00,N,m, 267.124260,    30.911704,  121.7981, 210.4727,   3.9801,
 2023-Jun-23 12:00, ,m, 275.270818,    18.847111,  121.3914, 210.7114,   3.8642,
 2023-Jun-23 13:00, ,m, 283.085924,     6.964346,  120.9396, 210.9733,   3.7626,
 2023-Jun-23 14:00, , , 291.247009,    -4.514647,  120.4433, 211.2583,   3.6786,
 2023-Jun-23 15:00, , , 300.371406,   -15.321444,  119.9056, 211.5646,   3.6143,
 2023-Jun-23 16:00, , , 311.126715,   -25.074165,  119.3324, 211.8896,   3.5702,
 2023-Jun-23 17:00, , , 324.210027,   -33.204320,  118.7315, 212.2291,   3.5455,
 2023-Jun-23 18:00,A, , 340.047244,   -38.921997,  118.1121, 212.5785,   3.5380,
 2023-Jun-23 19:00,C, , 358.111079,   -41.366944,  117.4848, 212.9324,   3.5448,
 2023-Jun-23 20:00,*, ,  16.545558,   -40.057431,  116.8601, 213.2855,   3.5618,
 2023-Jun-23 21:00,*, ,  33.238052,   -35.265028,  116.2487, 213.6321,   3.5847,
 2023-Jun-23 22:00,*, ,  47.246636,   -27.795007,  115.6604, 213.9672,   3.6087,
 2023-Jun-23 23:00,*, ,  58.798737,   -18.492992,  115.1036, 214.2864,   3.6294,
